period_key,member_key,source_system,member_tier,group_key,pc_volume,sp_reward_basis,global_reward_usd,pool_reward_usd,cashout_usd,sink_spend_usd,active_member,recognized_revenue_usd,gross_margin_usd,member_join_period,is_affiliate,cross_app_active,extra_json
2024-12,BGC-GLOBAL-2024-PIONEER-263,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-264,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-265,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-266,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-267,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-268,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-269,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-270,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-271,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-272,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-273,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-274,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-275,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-276,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-277,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-278,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-279,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-280,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-281,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-282,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-283,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-284,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-285,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-286,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-287,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-288,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-289,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-290,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-291,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-292,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-293,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-294,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-295,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-296,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-297,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-298,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-299,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-300,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-301,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-302,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-303,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-304,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-305,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-306,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-307,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-PIONEER-308,bgc,pioneer,bgc-global-2024,0,13.4,1.34,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-001,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-002,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-003,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-004,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-005,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-006,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-007,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-008,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-009,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-010,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-011,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-012,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-013,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-014,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-015,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-016,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-017,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-018,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-019,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-020,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-021,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-022,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-023,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-024,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-025,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-026,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-027,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-028,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-029,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-030,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-031,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-032,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-033,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-034,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-035,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-036,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-037,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-038,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-039,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-040,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-041,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-042,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-043,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-044,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-045,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-046,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-047,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-048,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-049,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-050,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-051,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-052,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-053,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-054,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-055,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-056,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
2024-12,BGC-GLOBAL-2024-SPECIAL-057,bgc,special,bgc-global-2024,0,67.1,6.71,0,0,0,true,,,2024-12,true,,"{""source_files"":[""2024 Global Profit Sharing from Turnover - Sheet1.csv""],""source_categories"":[""global_profit_2024_summary""]}"
