period_key,member_key,source_system,member_tier,group_key,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,pc_volume,sp_reward_basis,global_reward_usd,pool_reward_usd,cashout_usd,sink_spend_usd,active_member,member_join_period,is_affiliate,cross_app_active,extra_json
2026-06,IB-2026-06-IBOOMIE-FIAT,iblooming,CP,IBOOMIE_CP_CREATORS,13731300,13731300,45771000,0,FIAT,0,54925200,2059695,549252,41193.9,0,true,2026-06,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":3814250,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":45771000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":45771000,""cp_user_share_usd"":32039700,""ib_platform_revenue_usd"":13731300,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":13731300},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":54925200},""global_reward_breakdown_usd"":{""IB_LR"":1373130,""IB_CPR"":686565},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":343282.5,""IB_GMP_MONTHLY_POOL"":205969.5},""cashout_breakdown_usd"":{""CASHOUT"":41193.9},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":41193.9,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-IBOOMIE-PC,iblooming,CP,IBOOMIE_CP_CREATORS,8738100,8738100,0,29127000,PC,0,34952400,1310715,349524,26214.3,29127000,true,2026-06,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":2427250,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""PC payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":29127000,""payment_method"":""PC"",""recognized_revenue_basis"":{""gross_sale_usd"":29127000,""cp_user_share_usd"":20388900,""ib_platform_revenue_usd"":8738100,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":8738100},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":34952400},""global_reward_breakdown_usd"":{""IB_LR"":873810,""IB_CPR"":436905},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":218452.5,""IB_GMP_MONTHLY_POOL"":131071.5},""cashout_breakdown_usd"":{""CASHOUT"":26214.3},""sink_breakdown_usd"":{""PC_SPEND"":29127000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":26214.3,""sink_total_usd"":29127000,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-IBOOMIE-ALPHA,iblooming,CP,IBOOMIE_CP_CREATORS,2496600,2496600,0,8322000,ALPHA,0,9986400,374490,99864,7489.8,8322000,true,2026-06,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":693500,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""ALPHA payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":8322000,""payment_method"":""ALPHA"",""recognized_revenue_basis"":{""gross_sale_usd"":8322000,""cp_user_share_usd"":5825400,""ib_platform_revenue_usd"":2496600,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2496600},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":9986400},""global_reward_breakdown_usd"":{""IB_LR"":249660,""IB_CPR"":124830},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":62415,""IB_GMP_MONTHLY_POOL"":37449},""cashout_breakdown_usd"":{""CASHOUT"":7489.8},""sink_breakdown_usd"":{""ALPHA_SPEND"":8322000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":7489.8,""sink_total_usd"":8322000,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-GIM-TIER-1,iblooming,CP,IBLOOMING_GIM,4139100,4139100,10347750,3449250,MIXED,0,11037600,2069550,49669.2,31043.25,3449250,true,2026-06,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":689850,""cohort_type"":""iblooming_gim_tier_1"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":10347750,""internal_credit_spent_usd"":3449250,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":13797000,""cp_user_share_usd"":9657900,""ib_platform_revenue_usd"":4139100,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":4139100},""event_counts"":{""GIM_SIGNUP_TIER_1"":689850},""sp_breakdown"":{""IB_SALES_POINT"":11037600},""global_reward_breakdown_usd"":{""IB_GRR"":2069550},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":49669.2},""cashout_breakdown_usd"":{""CASHOUT"":31043.25},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":3449250},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":31043.25,""sink_total_usd"":3449250,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-GIM-TIER-2,iblooming,CP,IBLOOMING_GIM,1773900,1773900,5913000,0,FIAT,0,4730400,236520,21286.8,3547.8,0,true,2026-06,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":295650,""cohort_type"":""iblooming_gim_tier_2"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":5913000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":5913000,""cp_user_share_usd"":4139100,""ib_platform_revenue_usd"":1773900,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1773900},""event_counts"":{""GIM_SIGNUP_TIER_2"":295650},""sp_breakdown"":{""IB_SALES_POINT"":4730400},""global_reward_breakdown_usd"":{""IB_GRR"":236520},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":21286.8},""cashout_breakdown_usd"":{""CASHOUT"":3547.8},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":3547.8,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-IMATRIX-FOUNDATION,iblooming,CP,IBLOOMING_IMATRIX,4270500,4270500,11388000,2847000,MIXED,0,9252750,218270,42705,3274.05,2847000,true,2026-06,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":474500,""cohort_type"":""iblooming_imatrix_foundation"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":11388000,""internal_credit_spent_usd"":2847000,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":14235000,""cp_user_share_usd"":9964500,""ib_platform_revenue_usd"":4270500,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":4270500},""plan_counts"":{""FOUNDATION_TIER_1"":284700,""FOUNDATION_TIER_2"":189800},""sp_breakdown"":{""IB_SALES_POINT"":9252750},""global_reward_breakdown_usd"":{""IB_IRR"":218270},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":42705},""cashout_breakdown_usd"":{""CASHOUT"":3274.05},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":2847000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":3274.05,""sink_total_usd"":2847000,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-IMATRIX-PRO,iblooming,CP,IBLOOMING_IMATRIX,2733120,2733120,9110400,0,FIAT,0,5921760,303680,27331.2,4555.2,0,true,2026-06,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":75920,""cohort_type"":""iblooming_imatrix_pro"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":9110400,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":9110400,""cp_user_share_usd"":6377280,""ib_platform_revenue_usd"":2733120,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2733120},""plan_counts"":{""PRO_TIER_1"":45552,""PRO_TIER_2"":30368},""sp_breakdown"":{""IB_SALES_POINT"":5921760},""global_reward_breakdown_usd"":{""IB_IRR"":303680},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":27331.2},""cashout_breakdown_usd"":{""CASHOUT"":4555.2},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":4555.2,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-06,IB-2026-06-IMATRIX-EXPERT,iblooming,EXECUTIVE_CP,IBLOOMING_IMATRIX,1537380,1537380,5124600,0,FIAT,0,3330990,157153,15373.8,2357.3,0,true,2026-06,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":17082,""cohort_type"":""iblooming_imatrix_expert"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":5124600,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":5124600,""cp_user_share_usd"":3587220,""ib_platform_revenue_usd"":1537380,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1537380},""plan_counts"":{""EXPERT_TIER_1"":10249,""EXPERT_TIER_2"":6833},""sp_breakdown"":{""IB_SALES_POINT"":3330990},""global_reward_breakdown_usd"":{""IB_IRR"":157153},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":15373.8},""cashout_breakdown_usd"":{""CASHOUT"":2357.3},""sink_breakdown_usd"":{},""active_roles"":[""EXECUTIVE_CP_STATUS:EXECUTIVE_CP""],""active_qualifications"":[""EXECUTIVE_CP_APPOINTMENT:APPROVED""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":2357.3,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-07,BGC-2026-07-ENTRY-PATHFINDER,bgc,PATHFINDER,FOUNDERS,11726600,11726600,11726600,938128,MIXED,1172660000,8208620,820862,328344.8,15760.55,938128,true,2026-07,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":117266,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":11726600,""internal_credit_spent_usd"":938128,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PATHFINDER"",""unit_price_usd"":100,""cohort_member_count"":117266,""aggregate_revenue_usd"":11726600},""gross_margin_basis"":{""gross_margin_usd"":11726600},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":1172660000},""sp_breakdown"":{""ACCRUAL"":8208620},""global_reward_breakdown_usd"":{""BGC_RR"":820862},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":328344.8},""cashout_breakdown_usd"":{""CASHOUT"":15760.55},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":938128},""active_roles"":[""AFFILIATE_LEVEL:PATHFINDER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":15760.55,""sink_total_usd"":938128}}"
2026-07,BGC-2026-07-ENTRY-VOYAGER,bgc,VOYAGER,FOUNDERS,40391500,40391500,40391500,646264,MIXED,4039150000,28274050,11026879.5,1130962,201876.72,646264,true,2026-07,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":80783,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":40391500,""internal_credit_spent_usd"":646264,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_VOYAGER"",""unit_price_usd"":500,""cohort_member_count"":80783,""aggregate_revenue_usd"":40391500},""gross_margin_basis"":{""gross_margin_usd"":40391500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":4039150000},""sp_breakdown"":{""ACCRUAL"":28274050},""global_reward_breakdown_usd"":{""BGC_RR"":2827405,""BGC_GR"":8199474.5},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":1130962},""cashout_breakdown_usd"":{""CASHOUT"":201876.72},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":646264},""active_roles"":[""AFFILIATE_LEVEL:VOYAGER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":201876.72,""sink_total_usd"":646264}}"
2026-07,BGC-2026-07-ENTRY-EXPLORER,bgc,EXPLORER,FOUNDERS,87655875,87655875,87655875,406520,MIXED,8765587500,61333705,26373493.15,2453348.2,482082.92,406520,true,2026-07,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":50815,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":87655875,""internal_credit_spent_usd"":406520,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_EXPLORER"",""unit_price_usd"":1725,""cohort_member_count"":50815,""aggregate_revenue_usd"":87655875},""gross_margin_basis"":{""gross_margin_usd"":87655875},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":8765587500},""sp_breakdown"":{""ACCRUAL"":61333705},""global_reward_breakdown_usd"":{""BGC_RR"":7360044.6,""BGC_GR"":19013448.55},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":2453348.2},""cashout_breakdown_usd"":{""CASHOUT"":482082.92},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":406520},""active_roles"":[""AFFILIATE_LEVEL:EXPLORER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":482082.92,""sink_total_usd"":406520}}"
2026-07,BGC-2026-07-ENTRY-PIONEER,bgc,PIONEER,FOUNDERS,27720750,27720750,27720750,154272,MIXED,2772075000,19399704,9311857.92,1066983.72,170814.39,154272,true,2026-07,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":9642,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":27720750,""internal_credit_spent_usd"":154272,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PIONEER"",""unit_price_usd"":2875,""cohort_member_count"":9642,""aggregate_revenue_usd"":27720750},""gross_margin_basis"":{""gross_margin_usd"":27720750},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":2772075000},""sp_breakdown"":{""ACCRUAL"":19399704},""global_reward_breakdown_usd"":{""BGC_RR"":2909955.6,""BGC_GR"":6401902.32},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":775988.16,""BGC_WEC_QUARTERLY_POOL"":290995.56},""cashout_breakdown_usd"":{""CASHOUT"":170814.39},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":154272},""active_roles"":[""AFFILIATE_LEVEL:PIONEER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":170814.39,""sink_total_usd"":154272}}"
2026-07,BGC-2026-07-ENTRY-SPECIAL,bgc,SPECIAL,FOUNDERS,23977500,23977500,23977500,33360,MIXED,2397750000,16784250,8056440,923133.75,147785.32,33360,true,2026-07,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":2085,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":23977500,""internal_credit_spent_usd"":33360,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_SPECIAL"",""unit_price_usd"":11500,""cohort_member_count"":2085,""aggregate_revenue_usd"":23977500},""gross_margin_basis"":{""gross_margin_usd"":23977500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":2397750000},""sp_breakdown"":{""ACCRUAL"":16784250},""global_reward_breakdown_usd"":{""BGC_RR"":2517637.5,""BGC_GR"":5538802.5},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":671370,""BGC_WEC_QUARTERLY_POOL"":251763.75},""cashout_breakdown_usd"":{""CASHOUT"":147785.32},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":33360},""active_roles"":[""AFFILIATE_LEVEL:SPECIAL""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":147785.32,""sink_total_usd"":33360}}"
2026-07,IB-2026-07-IBOOMIE-FIAT,iblooming,CP,IBOOMIE_CP_CREATORS,14421000,14421000,48070000,0,FIAT,0,57684000,2163150,576840,43263,0,true,2026-07,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":4005833,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":48070000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":48070000,""cp_user_share_usd"":33649000,""ib_platform_revenue_usd"":14421000,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":14421000},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":57684000},""global_reward_breakdown_usd"":{""IB_LR"":1442100,""IB_CPR"":721050},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":360525,""IB_GMP_MONTHLY_POOL"":216315},""cashout_breakdown_usd"":{""CASHOUT"":43263},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":43263,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
