record_type,snapshot_id,stable_key,display_name,group_key,join_period,member_stable_key,source_system,alias_key,alias_type,confidence,role_type,role_value,effective_from,effective_to,source_event_ref,offer_code,offer_type,label,price_fiat_usd,pc_grant,sp_accrual,pc_grant_rule,lts_generation_rule,reward_rule_reference,event_ref,event_type,occurred_at,effective_period,actor_member_stable_key,beneficiary_member_stable_key,related_member_stable_key,quantity,amount,unit,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,entry_type,amount_pc,amount_sp,sink_spend_usd,reward_source_code,distribution_cycle,obligation_status,origin_join_level,tier,imatrix_plan,eligibility_snapshot_key,pool_code,recipient_member_stable_key,share_count,pool_recipient_count,pool_share_total,amount_usd,fee_usd,cashout_source_system,breakdown_key,scenario_code,policy_group,qualification_type,window_key,starts_at,ends_at,threshold_amount,threshold_unit,status,source_window_key,metadata
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,315459.38,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,274312.5,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-02,IB_GPS_SEMIANNUAL_POOL,IB-2026-02-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,189275.62,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,164587.5,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-02,IB_GMP_MONTHLY_POOL,IB-2026-02-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,50473.5,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,,,2026-02,,,,,43890,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-02,IB_GEC_INTERNAL_POOL,IB-2026-02-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-02-IBOOMIE-FIAT,,,,,,,,,,,PAID,2026-02-28T23:59:59.999Z,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,32917.5,329.18,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-02-IBOOMIE-PC,IB 2026 02 IBOOMIE PC,IBOOMIE_CP_CREATORS,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":1939583}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,IBLOOMING,IBLOOMING-IB-2026-02-IBOOMIE-PC,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,IBLOOMING,,,,CP_STATUS,CP,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,CPR_YEAR_1-2026-02-IB-2026-02-IBOOMIE-PC,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.999Z,6982500,USD,,,{}
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,,,,,,ACTIVE,CPR_YEAR_1-2026-02-IB-2026-02-IBOOMIE-PC,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,IBOOMIE_AI_CHAT,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,CP_PRODUCT_SOLD,2026-02-15T12:00:00.000Z,2026-02,IB-2026-02-IBOOMIE-PC,IB-2026-02-IBOOMIE-PC,,1939583,23275000,USD,6982500,6982500,0,23275000,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample""],""cohort_member_count"":1939583,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""PC payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":23275000,""payment_method"":""PC"",""recognized_revenue_basis"":{""gross_sale_usd"":23275000,""cp_user_share_usd"":16292500,""ib_platform_revenue_usd"":6982500,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":6982500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":20947.5,""sink_total_usd"":23275000,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-02-IBOOMIE-PC"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,,,,,,,,ACCRUAL,,27930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,698250,USD,,,,,,,,,,IB_LR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,349125,USD,,,,,,,,,,IB_CPR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,69825,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,200746.87,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,174562.5,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-02,IB_GPS_SEMIANNUAL_POOL,IB-2026-02-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,120448.12,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,104737.5,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-02,IB_GMP_MONTHLY_POOL,IB-2026-02-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,32119.5,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,,,2026-02,,,,,27930,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-02,IB_GEC_INTERNAL_POOL,IB-2026-02-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-02-IBOOMIE-PC,,,,,,,,,,,PAID,2026-02-28T23:59:59.999Z,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20947.5,209.48,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-02-IBOOMIE-ALPHA,IB 2026 02 IBOOMIE ALPHA,IBOOMIE_CP_CREATORS,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":554167}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,IBLOOMING,IBLOOMING-IB-2026-02-IBOOMIE-ALPHA,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,IBLOOMING,,,,CP_STATUS,CP,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,CPR_YEAR_1-2026-02-IB-2026-02-IBOOMIE-ALPHA,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.999Z,1995000,USD,,,{}
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,,,,,,ACTIVE,CPR_YEAR_1-2026-02-IB-2026-02-IBOOMIE-ALPHA,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,IBOOMIE_AI_CHAT,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,CP_PRODUCT_SOLD,2026-02-15T12:00:00.000Z,2026-02,IB-2026-02-IBOOMIE-ALPHA,IB-2026-02-IBOOMIE-ALPHA,,554167,6650000,USD,1995000,1995000,0,6650000,ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample""],""cohort_member_count"":554167,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""ALPHA payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":6650000,""payment_method"":""ALPHA"",""recognized_revenue_basis"":{""gross_sale_usd"":6650000,""cp_user_share_usd"":4655000,""ib_platform_revenue_usd"":1995000,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1995000},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":5985,""sink_total_usd"":6650000,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-02-IBOOMIE-ALPHA"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,,,,,,,,ACCRUAL,,7980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,199500,USD,,,,,,,,,,IB_LR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,99750,USD,,,,,,,,,,IB_CPR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,19950,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,57356.25,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,49875,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-02,IB_GPS_SEMIANNUAL_POOL,IB-2026-02-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,34413.75,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,29925,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-02,IB_GMP_MONTHLY_POOL,IB-2026-02-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,9177,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-02,,,,,7980,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-02,IB_GEC_INTERNAL_POOL,IB-2026-02-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-02-IBOOMIE-ALPHA,,,,,,,,,,,PAID,2026-02-28T23:59:59.999Z,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985,59.85,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-02-GIM-TIER-1,IB 2026 02 GIM TIER 1,IBLOOMING_GIM,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":551250}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,IBLOOMING,IBLOOMING-IB-2026-02-GIM-TIER-1,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,IBLOOMING,,,,CP_STATUS,CP,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,IB_GIM_TIER_1,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,GIM_SIGNUP_COMPLETED,2026-02-15T12:00:00.000Z,2026-02,IB-2026-02-GIM-TIER-1,IB-2026-02-GIM-TIER-1,,551250,11025000,USD,3307500,3307500,8268750,2756250,MIXED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample""],""cohort_member_count"":551250,""cohort_type"":""iblooming_gim_tier_1"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":8268750,""internal_credit_spent_usd"":2756250,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":11025000,""cp_user_share_usd"":7717500,""ib_platform_revenue_usd"":3307500,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":3307500},""event_counts"":{""GIM_SIGNUP_TIER_1"":551250},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":24806.25,""sink_total_usd"":2756250,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-02-GIM-TIER-1"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,,,,,,,,ACCRUAL,,8820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,1653750,USD,,,,,,,,,,IB_GRR,EVENT_BASED,ACCRUED,,1,,,,,,,,,,,,,,,,,,,,,,"{""tier"":1}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,33075,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,45643.5,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,39690,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-02,IB_GMP_MONTHLY_POOL,IB-2026-02-GIM-TIER-1,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,15214.5,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,,,2026-02,,,,,13230,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-02,IB_GEC_INTERNAL_POOL,IB-2026-02-GIM-TIER-1,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-1,,,,,,,,,EVT-IB-2026-02-GIM-TIER-1,,,,,,,,,,,PAID,2026-02-28T23:59:59.999Z,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,24806.25,248.06,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-02-GIM-TIER-2,IB 2026 02 GIM TIER 2,IBLOOMING_GIM,2026-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":236250}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-2,IBLOOMING,IBLOOMING-IB-2026-02-GIM-TIER-2,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-02-GIM-TIER-2,IBLOOMING,,,,CP_STATUS,CP,2026-02-01T00:00:00.000Z,,EVT-IB-2026-02-GIM-TIER-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
